Cromosomas:0.19776905112871662,0.05826893050818064,0.3466172853052617,0.2975640869984443,0.5394049500901221,0.19441577061874016,0.5106748038808961,0.5566713048084999, - Turnos:1066 Puesto:4
Cromosomas:0.19776909231054868,0.04420117915495485,0.3411001241889264,0.7490921699440323,0.5458162405961744,0.15954000962810058,0.3904076770824129,0.6605303624383693, - Turnos:972 Puesto:5
Cromosomas:0.19776751648962324,0.0673627927902589,0.6113226273687259,0.45346919584297596,0.5526731890232526,0.12726945215658267,0.5963498309458585,0.6212261156898291, - Turnos:928 Puesto:5
Cromosomas:0.1977660934798571,0.060309972568263356,0.22986555060644012,0.11873046883811686,0.6519291364939266,0.1522400475041203,0.4899164275029442,0.5939658048223018, - Turnos:910 Puesto:5
Cromosomas:0.19776657606791367,0.03404724562899718,0.5338207238507622,0.17774777713823192,0.42908929570951276,0.16517981106740448,0.33101162670332085,0.5812971374698582, - Turnos:696 Puesto:5
Cromosomas:0.19776758096843441,0.06369235198055744,0.4167752427675563,0.7303546151591684,0.5623484483926336,0.11109818383104753,0.8721706741134818,0.5358934807852602, - Turnos:1230 Puesto:6
Cromosomas:0.19776782628020143,0.09139445269715066,0.44314389223861955,0.45486549375505614,0.5098815160410448,0.21073436233574236,0.4419491729284055,0.6226564519137673, - Turnos:1001 Puesto:6
Cromosomas:0.19776671627314643,0.0647302454406277,0.8946007703119024,0.20480394177769853,0.4291921140947628,0.16275867345752654,0.5141367675373566,0.5431377913514108, - Turnos:926 Puesto:6
Cromosomas:0.1977697627043708,0.047712858517799196,0.3754095075729053,0.4690695897048124,0.5620787248606629,0.15651550552625637,0.7505919267846554,0.4216321605433147, - Turnos:911 Puesto:6
Cromosomas:0.1977687091208717,0.07081718560852579,0.19776794143777,0.08638034941724419,0.584140076587604,0.1584228246779398,0.6933555455817628,0.6534230360911424, - Turnos:879 Puesto:6
Cromosomas:0.19777041748088664,0.08026667743255814,0.7224825800092187,0.6360327447043778,0.5236930964315206,0.16163692645135638,0.8695618389858326,0.7895860232997574, - Turnos:843 Puesto:6
Cromosomas:0.19776930296507905,0.04691505452059256,0.21445787642608102,0.35580135019745635,0.5526452589786532,0.18091580368202842,0.6126895877828298,0.6681998304374571, - Turnos:841 Puesto:6
Cromosomas:0.1977697751371921,0.04856342824856011,0.29858524304773215,0.405862348421989,0.5974809355697019,0.15092523265372954,0.8819994138827816,0.45880679948910696, - Turnos:822 Puesto:6
Cromosomas:0.1977680292249402,0.05459566262338192,0.40103223432651747,0.5110725186923882,0.534600136499614,0.15743379839888352,0.9984840193228404,0.6164254081376618, - Turnos:772 Puesto:6
Cromosomas:0.19776786344370317,0.0397119941444053,0.20074888984853184,0.7522870388315586,0.6198624106993309,0.1674226968175734,0.5559530031958275,0.5235864810295646, - Turnos:731 Puesto:6
Cromosomas:0.19776665873512528,0.05133408327170473,0.4832424428925901,0.37685647742696615,0.5484121670523757,0.15159045633007462,0.6386504358318965,0.6395451026055221, - Turnos:731 Puesto:6
Cromosomas:0.19776811865881838,0.08151405151608844,0.9656924770325416,0.8736490925690843,0.5872685188728455,0.21332464854524308,0.5488244665714732,0.576667975012096, - Turnos:715 Puesto:6
Cromosomas:0.1977673819371176,0.06766697699148692,0.4790189044574484,0.45902243330349884,0.6059147582765765,0.14780089991258838,0.26214138828946815,0.5528243149750058, - Turnos:689 Puesto:6
Cromosomas:0.19776764755921603,0.056974032807883136,0.30735217480768917,0.5468490344355006,0.22325732242318125,0.13258831033500895,0.4437375873856306,0.5683754362151493, - Turnos:1120 Puesto:7
Cromosomas:0.1977705499709209,0.02768678507234275,0.1559350425602721,0.2285551147854067,0.7733856805317023,0.11549672541571995,0.16569985864132755,0.6788990915198218, - Turnos:1085 Puesto:7
Cromosomas:0.19776644954747333,0.08116211428592694,0.41411233596189123,0.6202053666669949,0.6974406886657872,0.10281067435829391,0.5150367259099552,0.5023268007634885, - Turnos:1032 Puesto:7
Cromosomas:0.19776665074698094,0.05919631427369865,0.5213385195761059,0.21960431834106797,0.7716777018876649,0.12809512297117182,0.29157995225942007,0.5864045328193036, - Turnos:996 Puesto:7
Cromosomas:0.19776738090454146,0.06640051535154143,0.4450294410054837,0.7742966536527469,0.42717784474112974,0.1681692338112427,0.506720837562807,0.6384304322439169, - Turnos:987 Puesto:7
Cromosomas:0.19776609936770495,0.05839593410816994,0.27414006153063347,0.8126161642295896,0.7705922709629173,0.14357034230721882,0.4038409296023224,0.4736260531817422, - Turnos:984 Puesto:7
Cromosomas:0.1977678640223804,0.04256675936541819,0.2909275823885906,0.3950015087979611,0.7183036949495886,0.13318102219623396,0.6948043043382146,0.7266560648049364, - Turnos:976 Puesto:7
Cromosomas:0.1977675917690312,0.020527010035145385,0.38879299639822906,0.21960431834106797,0.5938948096966508,0.15994806171168474,0.302482968542422,0.8264935719097524, - Turnos:964 Puesto:7
Cromosomas:0.19776788369328321,0.05902168118816265,0.25972586600378983,0.19746007415002956,0.5852733434532855,0.18494687930909076,0.4679625821719554,0.5892838781344734, - Turnos:949 Puesto:7
Cromosomas:0.19776905534591482,0.05051963168073098,0.3417731748912937,0.5248943694505639,0.7225362847624109,0.1540954209529999,0.6476618846881728,0.45955665274063756, - Turnos:918 Puesto:7
Cromosomas:0.19776641306239265,0.06206347856947485,0.5395633933441544,0.42798827199876405,0.6587470877528288,0.15077138115435326,0.5470576644006984,0.6214150252069829, - Turnos:817 Puesto:7
